Topic 0:
	9k	0.0028378195
	gg	0.0027994732
	miracle	0.002761127
	heyguys	0.002665261
	zip	0.002646088
Topic 23:
	rtzw	0.04158775
	futureman	0.036353666
	won	0.03523353
	epicenter	0.032463744
	buy	0.023502667
	nightbot	0.023197174
	back	0.021547522
	tickets	0.019938601
	brobalt	0.01718918
	og	0.014887813
	game	0.012729007
	swiftrage	0.01156814
	bring	0.0108756935
	1	0.010753497
	0	0.010570202
	fire	0.010081416
	twitch	0.009735192
	working	0.009511165
	kappa	0.008920549
	2	0.008329933
	ad	0.00798371
	mistake	0.007922611
	firespeed	0.007739316
	ass	0.007474557
	people	0.0072708963
	volcania	0.0071894317
	russia	0.0071894317
	finem	0.007169066
	previous	0.0070468695
	events	0.0068839407
Topic 24:
	minglee	0.30729535
	mau5	0.053001314
	chuan	0.029524177
	datsheffy	0.021288944
	china	0.019964395
	чат	0.014512632
	русский	0.013360851
	это	0.011575591
	lul	0.010961307
	теперь	0.010481399
	pogchamp	0.008197034
	dansgame	0.0071604303
	numba	0.0070644487
	blitz	0.006930074
	lee	0.0066037364
	kappa	0.006430969
	elegiggle	0.0064117727
	fat	0.0063925763
	wan	0.005471152
	1	0.005432759
	4head	0.005279188
	ming	0.0050296355
	league	0.004242585
	dota	0.0040314253
	✓	0.0039930325
	chinese	0.0039930325
	eat	0.0039162473
	opieop	0.0039162473
	top	0.0037626764
	3154	0.0033979458
Topic 25:
	omgscoots	0.11158604
	jebaited	0.06407425
	clip	0.04712965
	pogchamp	0.041489415
	lie	0.025930975
	vapenation	0.025787579
	stats	0.019239172
	fap	0.015630377
	giveplz	0.014172521
	lul	0.013646737
	green	0.013359945
	kappa	0.01185429
	nahaz	0.011663095
	men	0.010372533
	takenrg	0.010014044
	don	0.009010273
	women	0.008627885
	long	0.008197698
	dream	0.0080304025
	trump	0.007982604
	nahazdota	0.007863107
	4head	0.007863107
	overrated	0.007289524
	blue	0.0072417255
	waited	0.0070744306
	outdated	0.006835438
	finem	0.0054731774
	dont	0.0054014795
	kreygasm	0.005258084
	arcana	0.0049234936
Topic 26:
	score	0.06526519
	mods	0.036512483
	r9k	0.033987988
	memes	0.032579582
	guys	0.03146349
	hey	0.029470462
	000	0.027822895
	50	0.02763688
	meta	0.026467638
	talk	0.026308196
	clip	0.02524525
	picks	0.025165528
	viewers	0.025085807
	spamming	0.024129156
	totally	0.02386342
	discussion	0.02322565
	text	0.023199078
	changing	0.023199078
	lul	0.016369645
	vapenation	0.012702479
	pogchamp	0.011772401
	nazi	0.0074940403
	awo	0.007440893
	4head	0.005235278
	dadpuck	0.005022689
	biblethump	0.0044646417
	whats	0.0043849205
	pls	0.004198905
	mm	0.0039065946
	vape	0.0039065946
Topic 27:
	kappapride	0.32051152
	budstar	0.0682211
	ad	0.06703355
	pjsalt	0.039231036
	finem	0.034341145
	words	0.021431832
	elimination	0.020663422
	closer	0.020342086
	budblast	0.0136778625
	pogchamp	0.012113098
	lul	0.0120153
